Season,Round,Team,Opp,Result,Series,Best_Player,Best_VORP,Second_Player,Second_VORP,Carry_Delta,Opp_Best_Player,Opp_Best_VORP,Team_SRS,Opp_SRS,SRS_Delta
1994,Eastern Conf First Round,MIA,ATL,L,2-3,Steve Smith,0.3,Bimbo Coles,0.2,0.1,Mookie Blaylock,0.7,2.4,4.94,-2.54
1994,Eastern Conf First Round,CHI,CLE,W,3-0,Horace Grant,0.7,Scottie Pippen*,0.7,0.0,Chris Mills,0.2,2.87,3.64,-0.77
1994,Eastern Conf First Round,CLE,CHI,L,0-3,Chris Mills,0.2,Gerald Wilkins,0.2,0.0,Horace Grant,0.7,3.64,2.87,0.77
1994,Eastern Conf First Round,IND,ORL,W,3-0,Reggie Miller*,1.4,Derrick McKey,0.5,0.9,Nick Anderson,0.2,3.26,3.68,-0.42
1994,Eastern Conf First Round,ORL,IND,L,0-3,Nick Anderson,0.2,Anthony Avent,0.1,0.1,Reggie Miller*,1.4,3.68,3.26,0.42
1994,Eastern Conf First Round,NYK,NJN,W,3-1,Patrick Ewing*,1.7,Charles Oakley,1.1,0.6,Derrick Coleman,0.3,6.48,2.11,4.37
1994,Eastern Conf First Round,NJN,NYK,L,1-3,Derrick Coleman,0.3,Kenny Anderson,0.2,0.1,Patrick Ewing*,1.7,2.11,6.48,-4.37
1994,Western Conf First Round,DEN,SEA,W,3-2,Dikembe Mutombo*,0.7,LaPhonso Ellis,0.4,0.3,Gary Payton*,0.3,1.54,8.68,-7.14
1994,Western Conf First Round,SEA,DEN,L,2-3,Gary Payton*,0.3,Detlef Schrempf,0.3,0.0,Dikembe Mutombo*,0.7,8.68,1.54,7.14
1994,Western Conf First Round,HOU,POR,W,3-1,Hakeem Olajuwon*,2.6,Robert Horry,1.4,1.2,Clyde Drexler*,0.3,4.19,2.6,1.59
1994,Western Conf First Round,POR,HOU,L,1-3,Clyde Drexler*,0.3,Rod Strickland,0.3,0.0,Hakeem Olajuwon*,2.6,2.6,4.19,-1.59
1994,Western Conf First Round,PHO,GSW,W,3-0,Charles Barkley*,1.1,Kevin Johnson,0.5,0.6,Chris Webber*,0.2,4.68,1.76,2.92
1994,Western Conf First Round,GSW,PHO,L,0-3,Chris Webber*,0.2,Chris Gatling,0.1,0.1,Charles Barkley*,1.1,1.76,4.68,-2.92
1994,Western Conf First Round,UTA,SAS,W,3-1,Karl Malone*,1.5,John Stockton*,1.1,0.4,David Robinson*,0.3,4.1,5.05,-0.95
1994,Western Conf First Round,SAS,UTA,L,1-3,David Robinson*,0.3,Willie Anderson,0.1,0.2,Karl Malone*,1.5,5.05,4.1,0.95
1994,Eastern Conf Semifinals,IND,ATL,W,4-2,Reggie Miller*,1.4,Derrick McKey,0.5,0.9,Mookie Blaylock,0.7,3.26,4.94,-1.68
1994,Eastern Conf Semifinals,ATL,IND,L,2-4,Mookie Blaylock,0.7,Danny Manning,0.7,0.0,Reggie Miller*,1.4,4.94,3.26,1.68
1994,Eastern Conf Semifinals,NYK,CHI,W,4-3,Patrick Ewing*,1.7,Charles Oakley,1.1,0.6,Horace Grant,0.7,6.48,2.87,3.61
1994,Eastern Conf Semifinals,CHI,NYK,L,3-4,Horace Grant,0.7,Scottie Pippen*,0.7,0.0,Patrick Ewing*,1.7,2.87,6.48,-3.61
1994,Western Conf Semifinals,HOU,PHO,W,4-3,Hakeem Olajuwon*,2.6,Robert Horry,1.4,1.2,Charles Barkley*,1.1,4.19,4.68,-0.49
1994,Western Conf Semifinals,PHO,HOU,L,3-4,Charles Barkley*,1.1,Kevin Johnson,0.5,0.6,Hakeem Olajuwon*,2.6,4.68,4.19,0.49
1994,Western Conf Semifinals,UTA,DEN,W,4-3,Karl Malone*,1.5,John Stockton*,1.1,0.4,Dikembe Mutombo*,0.7,4.1,1.54,2.56
1994,Western Conf Semifinals,DEN,UTA,L,3-4,Dikembe Mutombo*,0.7,LaPhonso Ellis,0.4,0.3,Karl Malone*,1.5,1.54,4.1,-2.56
1994,Eastern Conf Finals,NYK,IND,W,4-3,Patrick Ewing*,1.7,Charles Oakley,1.1,0.6,Reggie Miller*,1.4,6.48,3.26,3.22
1994,Eastern Conf Finals,IND,NYK,L,3-4,Reggie Miller*,1.4,Derrick McKey,0.5,0.9,Patrick Ewing*,1.7,3.26,6.48,-3.22
1994,Western Conf Finals,HOU,UTA,W,4-1,Hakeem Olajuwon*,2.6,Robert Horry,1.4,1.2,Karl Malone*,1.5,4.19,4.1,0.09
1994,Western Conf Finals,UTA,HOU,L,1-4,Karl Malone*,1.5,John Stockton*,1.1,0.4,Hakeem Olajuwon*,2.6,4.1,4.19,-0.09
1994,Finals,HOU,NYK,W,4-3,Hakeem Olajuwon*,2.6,Robert Horry,1.4,1.2,Patrick Ewing*,1.7,4.19,6.48,-2.29
1994,Finals,NYK,HOU,L,3-4,Patrick Ewing*,1.7,Charles Oakley,1.1,0.6,Hakeem Olajuwon*,2.6,6.48,4.19,2.29
1993,Eastern Conf First Round,CHI,ATL,W,3-0,Michael Jordan*,2.7,Horace Grant,0.9,1.8,Dominique Wilkins*,0.2,6.19,-0.67,6.86
1993,Eastern Conf First Round,ATL,CHI,L,0-3,Dominique Wilkins*,0.2,Stacey Augmon,0.0,0.2,Michael Jordan*,2.7,-0.67,6.19,-6.86
1993,Eastern Conf First Round,CLE,NJN,W,3-2,Larry Nance,0.6,Brad Daugherty,0.5,0.1,Derrick Coleman,0.7,6.3,1.2,5.1
1993,Eastern Conf First Round,NJN,CLE,L,2-3,Derrick Coleman,0.7,Chris Morris,0.5,0.2,Larry Nance,0.6,1.2,6.3,-5.1
1993,Eastern Conf First Round,NYK,IND,W,3-1,Patrick Ewing*,1.0,Anthony Mason,0.7,0.3,Reggie Miller*,0.3,5.87,1.77,4.1
1993,Eastern Conf First Round,IND,NYK,L,1-3,Reggie Miller*,0.3,Rik Smits,0.2,0.1,Patrick Ewing*,1.0,1.77,5.87,-4.1
1993,Western Conf First Round,HOU,LAC,W,3-2,Hakeem Olajuwon*,1.4,Otis Thorpe,0.5,0.9,Ron Harper,0.5,3.57,0.33,3.24
1993,Western Conf First Round,LAC,HOU,L,2-3,Ron Harper,0.5,Mark Jackson,0.3,0.2,Hakeem Olajuwon*,1.4,0.33,3.57,-3.24
1993,Western Conf First Round,PHO,LAL,W,3-2,Charles Barkley*,2.3,Dan Majerle,1.1,1.2,Vlade Divac*,0.5,6.27,-1.2,7.47
1993,Western Conf First Round,LAL,PHO,L,2-3,Vlade Divac*,0.5,Sedale Threatt,0.2,0.3,Charles Barkley*,2.3,-1.2,6.27,-7.47
1993,Western Conf First Round,SAS,POR,W,3-1,David Robinson*,0.9,Willie Anderson,0.2,0.7,Clyde Drexler*,0.3,2.21,2.92,-0.71
1993,Western Conf First Round,POR,SAS,L,1-3,Clyde Drexler*,0.3,Rod Strickland,0.3,0.0,David Robinson*,0.9,2.92,2.21,0.71
1993,Western Conf First Round,SEA,UTA,W,3-2,Shawn Kemp,1.1,Sam Perkins,1.0,0.1,John Stockton*,0.4,6.66,1.74,4.92
1993,Western Conf First Round,UTA,SEA,L,2-3,John Stockton*,0.4,Karl Malone*,0.2,0.2,Shawn Kemp,1.1,1.74,6.66,-4.92
1993,Eastern Conf Semifinals,CHI,CLE,W,4-0,Michael Jordan*,2.7,Horace Grant,0.9,1.8,Larry Nance,0.6,6.19,6.3,-0.11
1993,Eastern Conf Semifinals,CLE,CHI,L,0-4,Larry Nance,0.6,Brad Daugherty,0.5,0.1,Michael Jordan*,2.7,6.3,6.19,0.11
1993,Western Conf Semifinals,PHO,SAS,W,4-2,Charles Barkley*,2.3,Dan Majerle,1.1,1.2,David Robinson*,0.9,6.27,2.21,4.06
1993,Western Conf Semifinals,SAS,PHO,L,2-4,David Robinson*,0.9,Willie Anderson,0.2,0.7,Charles Barkley*,2.3,2.21,6.27,-4.06
1993,Western Conf Semifinals,SEA,HOU,W,4-3,Shawn Kemp,1.1,Sam Perkins,1.0,0.1,Hakeem Olajuwon*,1.4,6.66,3.57,3.09
1993,Western Conf Semifinals,HOU,SEA,L,3-4,Hakeem Olajuwon*,1.4,Otis Thorpe,0.5,0.9,Shawn Kemp,1.1,3.57,6.66,-3.09
1993,Eastern Conf Finals,CHI,NYK,W,4-2,Michael Jordan*,2.7,Horace Grant,0.9,1.8,Patrick Ewing*,1.0,6.19,5.87,0.32
1993,Eastern Conf Finals,NYK,CHI,L,2-4,Patrick Ewing*,1.0,Anthony Mason,0.7,0.3,Michael Jordan*,2.7,5.87,6.19,-0.32
1993,Western Conf Finals,PHO,SEA,W,4-3,Charles Barkley*,2.3,Dan Majerle,1.1,1.2,Shawn Kemp,1.1,6.27,6.66,-0.39
1993,Western Conf Finals,SEA,PHO,L,3-4,Shawn Kemp,1.1,Sam Perkins,1.0,0.1,Charles Barkley*,2.3,6.66,6.27,0.39
1993,Finals,CHI,PHO,W,4-2,Michael Jordan*,2.7,Horace Grant,0.9,1.8,Charles Barkley*,2.3,6.19,6.27,-0.08
1993,Finals,PHO,CHI,L,2-4,Charles Barkley*,2.3,Dan Majerle,1.1,1.2,Michael Jordan*,2.7,6.27,6.19,0.08
1992,Eastern Conf First Round,BOS,IND,W,3-0,Reggie Lewis,0.9,Robert Parish*,0.3,0.6,Reggie Miller*,0.3,3.41,1.85,1.56
1992,Eastern Conf First Round,IND,BOS,L,0-3,Reggie Miller*,0.3,George McCloud,0.1,0.2,Reggie Lewis,0.9,1.85,3.41,-1.56
1992,Eastern Conf First Round,CHI,MIA,W,3-0,Michael Jordan*,2.8,Scottie Pippen*,2.0,0.8,Steve Smith,0.3,10.07,-3.94,14.01
1992,Eastern Conf First Round,MIA,CHI,L,0-3,Steve Smith,0.3,Bimbo Coles,0.1,0.2,Michael Jordan*,2.8,-3.94,10.07,-14.01
1992,Eastern Conf First Round,CLE,NJN,W,3-1,Brad Daugherty,1.1,Mark Price,1.0,0.1,Derrick Coleman,0.3,5.34,-1.54,6.88
1992,Eastern Conf First Round,NJN,CLE,L,1-3,Derrick Coleman,0.3,Chris Morris,0.3,0.0,Brad Daugherty,1.1,-1.54,5.34,-6.88
1992,Eastern Conf First Round,NYK,DET,W,3-2,Patrick Ewing*,0.9,Greg Anthony,0.4,0.5,John Salley,0.3,3.67,2.06,1.61
1992,Eastern Conf First Round,DET,NYK,L,2-3,John Salley,0.3,Joe Dumars*,0.2,0.1,Patrick Ewing*,0.9,2.06,3.67,-1.61
1992,Western Conf First Round,PHO,SAS,W,3-0,Kevin Johnson,0.6,Cedric Ceballos,0.3,0.3,Antoine Carr,0.1,5.68,2.81,2.87
1992,Western Conf First Round,SAS,PHO,L,0-3,Antoine Carr,0.1,Terry Cummings,0.1,0.0,Kevin Johnson,0.6,2.81,5.68,-2.87
1992,Western Conf First Round,POR,LAL,W,3-1,Clyde Drexler*,2.1,Terry Porter,1.6,0.5,Byron Scott,0.3,6.94,-0.95,7.89
1992,Western Conf First Round,LAL,POR,L,1-3,Byron Scott,0.3,A.C. Green,0.1,0.2,Clyde Drexler*,2.1,-0.95,6.94,-7.89
1992,Western Conf First Round,SEA,GSW,W,3-1,Derrick McKey,0.4,Nate McMillan,0.4,0.0,Mario Elie,0.2,1.86,3.77,-1.91
1992,Western Conf First Round,GSW,SEA,L,1-3,Mario Elie,0.2,Chris Gatling,0.2,0.0,Derrick McKey,0.4,3.77,1.86,1.91
1992,Western Conf First Round,UTA,LAC,W,3-2,Karl Malone*,1.5,John Stockton*,1.4,0.1,Danny Manning,0.3,5.7,1.1,4.6
1992,Western Conf First Round,LAC,UTA,L,2-3,Danny Manning,0.3,Ken Norman,0.2,0.1,Karl Malone*,1.5,1.1,5.7,-4.6
1992,Eastern Conf Semifinals,CHI,NYK,W,4-3,Michael Jordan*,2.8,Scottie Pippen*,2.0,0.8,Patrick Ewing*,0.9,10.07,3.67,6.4
1992,Eastern Conf Semifinals,NYK,CHI,L,3-4,Patrick Ewing*,0.9,Greg Anthony,0.4,0.5,Michael Jordan*,2.8,3.67,10.07,-6.4
1992,Eastern Conf Semifinals,CLE,BOS,W,4-3,Brad Daugherty,1.1,Mark Price,1.0,0.1,Reggie Lewis,0.9,5.34,3.41,1.93
1992,Eastern Conf Semifinals,BOS,CLE,L,3-4,Reggie Lewis,0.9,Robert Parish*,0.3,0.6,Brad Daugherty,1.1,3.41,5.34,-1.93
1992,Western Conf Semifinals,POR,PHO,W,4-1,Clyde Drexler*,2.1,Terry Porter,1.6,0.5,Kevin Johnson,0.6,6.94,5.68,1.26
1992,Western Conf Semifinals,PHO,POR,L,1-4,Kevin Johnson,0.6,Cedric Ceballos,0.3,0.3,Clyde Drexler*,2.1,5.68,6.94,-1.26
1992,Western Conf Semifinals,UTA,SEA,W,4-1,Karl Malone*,1.5,John Stockton*,1.4,0.1,Derrick McKey,0.4,5.7,1.86,3.84
1992,Western Conf Semifinals,SEA,UTA,L,1-4,Derrick McKey,0.4,Nate McMillan,0.4,0.0,Karl Malone*,1.5,1.86,5.7,-3.84
1992,Eastern Conf Finals,CHI,CLE,W,4-2,Michael Jordan*,2.8,Scottie Pippen*,2.0,0.8,Brad Daugherty,1.1,10.07,5.34,4.73
1992,Eastern Conf Finals,CLE,CHI,L,2-4,Brad Daugherty,1.1,Mark Price,1.0,0.1,Michael Jordan*,2.8,5.34,10.07,-4.73
1992,Western Conf Finals,POR,UTA,W,4-2,Clyde Drexler*,2.1,Terry Porter,1.6,0.5,Karl Malone*,1.5,6.94,5.7,1.24
1992,Western Conf Finals,UTA,POR,L,2-4,Karl Malone*,1.5,John Stockton*,1.4,0.1,Clyde Drexler*,2.1,5.7,6.94,-1.24
1992,Finals,CHI,POR,W,4-2,Michael Jordan*,2.8,Scottie Pippen*,2.0,0.8,Clyde Drexler*,2.1,10.07,6.94,3.13
1992,Finals,POR,CHI,L,2-4,Clyde Drexler*,2.1,Terry Porter,1.6,0.5,Michael Jordan*,2.8,6.94,10.07,-3.13
1991,Eastern Conf First Round,BOS,IND,W,3-2,Kevin McHale*,0.6,Larry Bird*,0.4,0.2,Chuck Person,0.3,5.22,-0.37,5.59
1991,Eastern Conf First Round,IND,BOS,L,2-3,Chuck Person,0.3,Micheal Williams,0.3,0.0,Kevin McHale*,0.6,-0.37,5.22,-5.59
1991,Eastern Conf First Round,CHI,NYK,W,3-0,Michael Jordan*,2.9,Scottie Pippen*,1.5,1.4,Maurice Cheeks*,0.1,8.57,-0.43,9.0
1991,Eastern Conf First Round,NYK,CHI,L,0-3,Maurice Cheeks*,0.1,Jerrod Mustaf,0.1,0.0,Michael Jordan*,2.9,-0.43,8.57,-9.0
1991,Eastern Conf First Round,DET,ATL,W,3-2,Joe Dumars*,0.8,Mark Aguirre,0.7,0.1,Doc Rivers,0.2,3.08,0.72,2.36
1991,Eastern Conf First Round,ATL,DET,L,2-3,Doc Rivers,0.2,Dominique Wilkins*,0.2,0.0,Joe Dumars*,0.8,0.72,3.08,-2.36
1991,Eastern Conf First Round,PHI,MIL,W,3-0,Charles Barkley*,0.9,Hersey Hawkins,0.7,0.2,Alvin Robertson,0.3,-0.39,2.33,-2.72
1991,Eastern Conf First Round,MIL,PHI,L,0-3,Alvin Robertson,0.3,Jay Humphries,0.1,0.2,Charles Barkley*,0.9,2.33,-0.39,2.72
1991,Western Conf First Round,GSW,SAS,W,3-1,Tim Hardaway*,0.9,Chris Mullin*,0.4,0.5,David Robinson*,0.4,1.72,4.3,-2.58
1991,Western Conf First Round,SAS,GSW,L,1-3,David Robinson*,0.4,Sean Elliott,0.1,0.3,Tim Hardaway*,0.9,4.3,1.72,2.58
1991,Western Conf First Round,LAL,HOU,W,3-0,Magic Johnson*,2.0,Sam Perkins,1.1,0.9,Hakeem Olajuwon*,0.3,6.73,3.27,3.46
1991,Western Conf First Round,HOU,LAL,L,0-3,Hakeem Olajuwon*,0.3,Kenny Smith,0.2,0.1,Magic Johnson*,2.0,3.27,6.73,-3.46
1991,Western Conf First Round,POR,SEA,W,3-2,Clyde Drexler*,1.7,Terry Porter,1.1,0.6,Eddie Johnson,0.3,8.47,1.31,7.16
1991,Western Conf First Round,SEA,POR,L,2-3,Eddie Johnson,0.3,Sedale Threatt,0.2,0.1,Clyde Drexler*,1.7,1.31,8.47,-7.16
1991,Western Conf First Round,UTA,PHO,W,3-1,John Stockton*,1.0,Karl Malone*,0.7,0.3,Jeff Hornacek,0.2,3.18,6.49,-3.31
1991,Western Conf First Round,PHO,UTA,L,1-3,Jeff Hornacek,0.2,Cedric Ceballos,0.1,0.1,John Stockton*,1.0,6.49,3.18,3.31
1991,Eastern Conf Semifinals,CHI,PHI,W,4-1,Michael Jordan*,2.9,Scottie Pippen*,1.5,1.4,Charles Barkley*,0.9,8.57,-0.39,8.96
1991,Eastern Conf Semifinals,PHI,CHI,L,1-4,Charles Barkley*,0.9,Hersey Hawkins,0.7,0.2,Michael Jordan*,2.9,-0.39,8.57,-8.96
1991,Eastern Conf Semifinals,DET,BOS,W,4-2,Joe Dumars*,0.8,Mark Aguirre,0.7,0.1,Kevin McHale*,0.6,3.08,5.22,-2.14
1991,Eastern Conf Semifinals,BOS,DET,L,2-4,Kevin McHale*,0.6,Larry Bird*,0.4,0.2,Joe Dumars*,0.8,5.22,3.08,2.14
1991,Western Conf Semifinals,LAL,GSW,W,4-1,Magic Johnson*,2.0,Sam Perkins,1.1,0.9,Tim Hardaway*,0.9,6.73,1.72,5.01
1991,Western Conf Semifinals,GSW,LAL,L,1-4,Tim Hardaway*,0.9,Chris Mullin*,0.4,0.5,Magic Johnson*,2.0,1.72,6.73,-5.01
1991,Western Conf Semifinals,POR,UTA,W,4-1,Clyde Drexler*,1.7,Terry Porter,1.1,0.6,John Stockton*,1.0,8.47,3.18,5.29
1991,Western Conf Semifinals,UTA,POR,L,1-4,John Stockton*,1.0,Karl Malone*,0.7,0.3,Clyde Drexler*,1.7,3.18,8.47,-5.29
1991,Eastern Conf Finals,CHI,DET,W,4-0,Michael Jordan*,2.9,Scottie Pippen*,1.5,1.4,Joe Dumars*,0.8,8.57,3.08,5.49
1991,Eastern Conf Finals,DET,CHI,L,0-4,Joe Dumars*,0.8,Mark Aguirre,0.7,0.1,Michael Jordan*,2.9,3.08,8.57,-5.49
1991,Western Conf Finals,LAL,POR,W,4-2,Magic Johnson*,2.0,Sam Perkins,1.1,0.9,Clyde Drexler*,1.7,6.73,8.47,-1.74
1991,Western Conf Finals,POR,LAL,L,2-4,Clyde Drexler*,1.7,Terry Porter,1.1,0.6,Magic Johnson*,2.0,8.47,6.73,1.74
1991,Finals,CHI,LAL,W,4-1,Michael Jordan*,2.9,Scottie Pippen*,1.5,1.4,Magic Johnson*,2.0,8.57,6.73,1.84
1991,Finals,LAL,CHI,L,1-4,Magic Johnson*,2.0,Sam Perkins,1.1,0.9,Michael Jordan*,2.9,6.73,8.57,-1.84
1990,Eastern Conf First Round,CHI,MIL,W,3-1,Michael Jordan*,2.7,Scottie Pippen*,1.2,1.5,Ricky Pierce,0.2,2.74,-1.06,3.8
1990,Eastern Conf First Round,MIL,CHI,L,1-3,Ricky Pierce,0.2,Paul Pressey,0.2,0.0,Michael Jordan*,2.7,-1.06,2.74,-3.8
1990,Eastern Conf First Round,DET,IND,W,3-0,Isiah Thomas*,1.8,Bill Laimbeer,0.9,0.9,Reggie Miller*,0.3,5.41,-0.18,5.59
1990,Eastern Conf First Round,IND,DET,L,0-3,Reggie Miller*,0.3,Vern Fleming,0.1,0.2,Isiah Thomas*,1.8,-0.18,5.41,-5.59
1990,Eastern Conf First Round,NYK,BOS,W,3-2,Patrick Ewing*,0.7,Maurice Cheeks*,0.3,0.4,Larry Bird*,0.3,0.78,3.23,-2.45
1990,Eastern Conf First Round,BOS,NYK,L,2-3,Larry Bird*,0.3,Reggie Lewis,0.2,0.1,Patrick Ewing*,0.7,3.23,0.78,2.45
1990,Eastern Conf First Round,PHI,CLE,W,3-2,Charles Barkley*,0.9,Hersey Hawkins,0.5,0.4,Mark Price,0.4,4.23,-0.62,4.85
1990,Eastern Conf First Round,CLE,PHI,L,2-3,Mark Price,0.4,Brad Daugherty,0.3,0.1,Charles Barkley*,0.9,-0.62,4.23,-4.85
1990,Western Conf First Round,LAL,HOU,W,3-1,Magic Johnson*,1.0,Vlade Divac*,0.4,0.6,Sleepy Floyd,0.2,6.74,1.71,5.03
1990,Western Conf First Round,HOU,LAL,L,1-3,Sleepy Floyd,0.2,Hakeem Olajuwon*,0.2,0.0,Magic Johnson*,1.0,1.71,6.74,-5.03
1990,Western Conf First Round,PHO,UTA,W,3-2,Kevin Johnson,1.2,Jeff Hornacek,0.9,0.3,Karl Malone*,0.3,7.09,4.82,2.27
1990,Western Conf First Round,UTA,PHO,L,2-3,Karl Malone*,0.3,John Stockton*,0.3,0.0,Kevin Johnson,1.2,4.82,7.09,-2.27
1990,Western Conf First Round,POR,DAL,W,3-0,Clyde Drexler*,1.8,Terry Porter,1.4,0.4,Steve Alford,0.1,6.48,0.42,6.06
1990,Western Conf First Round,DAL,POR,L,0-3,Steve Alford,0.1,Rolando Blackman,0.1,0.0,Clyde Drexler*,1.8,0.42,6.48,-6.06
1990,Western Conf First Round,SAS,DEN,W,3-0,David Robinson*,0.8,Terry Cummings,0.5,0.3,Fat Lever,0.2,3.58,1.56,2.02
1990,Western Conf First Round,DEN,SAS,L,0-3,Fat Lever,0.2,Joe Barry Carroll,0.1,0.1,David Robinson*,0.8,1.56,3.58,-2.02
1990,Eastern Conf Semifinals,CHI,PHI,W,4-1,Michael Jordan*,2.7,Scottie Pippen*,1.2,1.5,Charles Barkley*,0.9,2.74,4.23,-1.49
1990,Eastern Conf Semifinals,PHI,CHI,L,1-4,Charles Barkley*,0.9,Hersey Hawkins,0.5,0.4,Michael Jordan*,2.7,4.23,2.74,1.49
1990,Eastern Conf Semifinals,DET,NYK,W,4-1,Isiah Thomas*,1.8,Bill Laimbeer,0.9,0.9,Patrick Ewing*,0.7,5.41,0.78,4.63
1990,Eastern Conf Semifinals,NYK,DET,L,1-4,Patrick Ewing*,0.7,Maurice Cheeks*,0.3,0.4,Isiah Thomas*,1.8,0.78,5.41,-4.63
1990,Western Conf Semifinals,PHO,LAL,W,4-1,Kevin Johnson,1.2,Jeff Hornacek,0.9,0.3,Magic Johnson*,1.0,7.09,6.74,0.35
1990,Western Conf Semifinals,LAL,PHO,L,1-4,Magic Johnson*,1.0,Vlade Divac*,0.4,0.6,Kevin Johnson,1.2,6.74,7.09,-0.35
1990,Western Conf Semifinals,POR,SAS,W,4-3,Clyde Drexler*,1.8,Terry Porter,1.4,0.4,David Robinson*,0.8,6.48,3.58,2.9
1990,Western Conf Semifinals,SAS,POR,L,3-4,David Robinson*,0.8,Terry Cummings,0.5,0.3,Clyde Drexler*,1.8,3.58,6.48,-2.9
1990,Eastern Conf Finals,DET,CHI,W,4-3,Isiah Thomas*,1.8,Bill Laimbeer,0.9,0.9,Michael Jordan*,2.7,5.41,2.74,2.67
1990,Eastern Conf Finals,CHI,DET,L,3-4,Michael Jordan*,2.7,Scottie Pippen*,1.2,1.5,Isiah Thomas*,1.8,2.74,5.41,-2.67
1990,Western Conf Finals,POR,PHO,W,4-2,Clyde Drexler*,1.8,Terry Porter,1.4,0.4,Kevin Johnson,1.2,6.48,7.09,-0.61
1990,Western Conf Finals,PHO,POR,L,2-4,Kevin Johnson,1.2,Jeff Hornacek,0.9,0.3,Clyde Drexler*,1.8,7.09,6.48,0.61
1990,Finals,DET,POR,W,4-1,Isiah Thomas*,1.8,Bill Laimbeer,0.9,0.9,Clyde Drexler*,1.8,5.41,6.48,-1.07
1990,Finals,POR,DET,L,1-4,Clyde Drexler*,1.8,Terry Porter,1.4,0.4,Isiah Thomas*,1.8,6.48,5.41,1.07
1989,Eastern Conf First Round,CHI,CLE,W,3-2,Michael Jordan*,2.5,Scottie Pippen*,0.8,1.7,Ron Harper,0.4,2.13,7.95,-5.82
1989,Eastern Conf First Round,CLE,CHI,L,2-3,Ron Harper,0.4,Larry Nance,0.4,0.0,Michael Jordan*,2.5,7.95,2.13,5.82
1989,Eastern Conf First Round,DET,BOS,W,3-0,Isiah Thomas*,1.0,Joe Dumars*,0.6,0.4,Kevin McHale*,0.2,6.24,1.26,4.98
1989,Eastern Conf First Round,BOS,DET,L,0-3,Kevin McHale*,0.2,Brian Shaw,0.2,0.0,Isiah Thomas*,1.0,1.26,6.24,-4.98
1989,Eastern Conf First Round,MIL,ATL,W,3-2,Ricky Pierce,0.7,Jay Humphries,0.5,0.2,Moses Malone*,0.4,4.11,5.26,-1.15
1989,Eastern Conf First Round,ATL,MIL,L,2-3,Moses Malone*,0.4,Dominique Wilkins*,0.3,0.1,Ricky Pierce,0.7,5.26,4.11,1.15
1989,Eastern Conf First Round,NYK,PHI,W,3-0,Mark Jackson,0.5,Patrick Ewing*,0.4,0.1,Charles Barkley*,0.3,3.62,1.68,1.94
1989,Eastern Conf First Round,PHI,NYK,L,0-3,Charles Barkley*,0.3,Maurice Cheeks*,0.3,0.0,Mark Jackson,0.5,1.68,3.62,-1.94
1989,Western Conf First Round,GSW,UTA,W,3-0,Chris Mullin*,0.6,Rod Higgins,0.5,0.1,John Stockton*,0.5,-0.59,4.01,-4.6
1989,Western Conf First Round,UTA,GSW,L,0-3,John Stockton*,0.5,Karl Malone*,0.2,0.3,Chris Mullin*,0.6,4.01,-0.59,4.6
1989,Western Conf First Round,LAL,POR,W,3-0,Magic Johnson*,1.3,James Worthy*,1.1,0.2,Clyde Drexler*,0.3,6.38,0.92,5.46
1989,Western Conf First Round,POR,LAL,L,0-3,Clyde Drexler*,0.3,Jerome Kersey,0.2,0.1,Magic Johnson*,1.3,0.92,6.38,-5.46
1989,Western Conf First Round,PHO,DEN,W,3-0,Kevin Johnson,0.9,Tom Chambers,0.6,0.3,Michael Adams,0.1,6.84,0.91,5.93
1989,Western Conf First Round,DEN,PHO,L,0-3,Michael Adams,0.1,Darwin Cook,0.1,0.0,Kevin Johnson,0.9,0.91,6.84,-5.93
1989,Western Conf First Round,SEA,HOU,W,3-1,Sedale Threatt,0.4,Nate McMillan,0.3,0.1,Hakeem Olajuwon*,0.4,2.44,0.22,2.22
1989,Western Conf First Round,HOU,SEA,L,1-3,Hakeem Olajuwon*,0.4,Sleepy Floyd,0.1,0.3,Sedale Threatt,0.4,0.22,2.44,-2.22
1989,Eastern Conf Semifinals,CHI,NYK,W,4-2,Michael Jordan*,2.5,Scottie Pippen*,0.8,1.7,Mark Jackson,0.5,2.13,3.62,-1.49
1989,Eastern Conf Semifinals,NYK,CHI,L,2-4,Mark Jackson,0.5,Patrick Ewing*,0.4,0.1,Michael Jordan*,2.5,3.62,2.13,1.49
1989,Eastern Conf Semifinals,DET,MIL,W,4-0,Isiah Thomas*,1.0,Joe Dumars*,0.6,0.4,Ricky Pierce,0.7,6.24,4.11,2.13
1989,Eastern Conf Semifinals,MIL,DET,L,0-4,Ricky Pierce,0.7,Jay Humphries,0.5,0.2,Isiah Thomas*,1.0,4.11,6.24,-2.13
1989,Western Conf Semifinals,LAL,SEA,W,4-0,Magic Johnson*,1.3,James Worthy*,1.1,0.2,Sedale Threatt,0.4,6.38,2.44,3.94
1989,Western Conf Semifinals,SEA,LAL,L,0-4,Sedale Threatt,0.4,Nate McMillan,0.3,0.1,Magic Johnson*,1.3,2.44,6.38,-3.94
1989,Western Conf Semifinals,PHO,GSW,W,4-1,Kevin Johnson,0.9,Tom Chambers,0.6,0.3,Chris Mullin*,0.6,6.84,-0.59,7.43
1989,Western Conf Semifinals,GSW,PHO,L,1-4,Chris Mullin*,0.6,Rod Higgins,0.5,0.1,Kevin Johnson,0.9,-0.59,6.84,-7.43
